ticker,industry,index
CDNS,Software & Computer Services,DJUSSV
WDAY,Software & Computer Services,DJUSSV
PAYX,Software & Computer Services,DJUSSV
ADSK,Software & Computer Services,DJUSSV
SHOP,Software & Computer Services,DJUSSV
SQ,Software & Computer Services,DJUSSV
MSCI,Software & Computer Services,DJUSSV
TEAM,Software & Computer Services,DJUSSV
EA,Software & Computer Services,DJUSSV
CTSH,Software & Computer Services,DJUSSV
VRSK,Software & Computer Services,DJUSSV
CRWD,Software & Computer Services,DJUSSV
VEEV,Software & Computer Services,DJUSSV
MBLY,Software & Computer Services,DJUSSV
CDW,Software & Computer Services,DJUSSV
DDOG,Software & Computer Services,DJUSSV
TTD,Software & Computer Services,DJUSSV
ANSS,Software & Computer Services,DJUSSV
ZM,Software & Computer Services,DJUSSV
EPAM,Software & Computer Services,DJUSSV
PAYC,Software & Computer Services,DJUSSV
RBLX,Software & Computer Services,DJUSSV
NU,Software & Computer Services,DJUSSV
ZS,Software & Computer Services,DJUSSV
TTWO,Software & Computer Services,DJUSSV
FDS,Software & Computer Services,DJUSSV
BR,Software & Computer Services,DJUSSV
NET,Software & Computer Services,DJUSSV
PLTR,Software & Computer Services,DJUSSV
FICO,Software & Computer Services,DJUSSV
SNAP,Software & Computer Services,DJUSSV
GEN,Software & Computer Services,DJUSSV
PTC,Software & Computer Services,DJUSSV
SPLK,Software & Computer Services,DJUSSV
HUBS,Software & Computer Services,DJUSSV
MDB,Software & Computer Services,DJUSSV
AZPN,Software & Computer Services,DJUSSV
AKAM,Software & Computer Services,DJUSSV
TYL,Software & Computer Services,DJUSSV
U,Software & Computer Services,DJUSSV
SSNC,Software & Computer Services,DJUSSV
JKHY,Software & Computer Services,DJUSSV
BILL,Software & Computer Services,DJUSSV
ZI,Software & Computer Services,DJUSSV
GDDY,Software & Computer Services,DJUSSV
PCTY,Software & Computer Services,DJUSSV
DOCU,Software & Computer Services,DJUSSV
BSY,Software & Computer Services,DJUSSV
DT,Software & Computer Services,DJUSSV
DOX,Software & Computer Services,DJUSSV
OKTA,Software & Computer Services,DJUSSV
CDAY,Software & Computer Services,DJUSSV
TOST,Software & Computer Services,DJUSSV
BILI,Software & Computer Services,DJUSSV
BKI,Software & Computer Services,DJUSSV
FFIV,Software & Computer Services,DJUSSV
TWLO,Software & Computer Services,DJUSSV
COIN,Software & Computer Services,DJUSSV
DBX,Software & Computer Services,DJUSSV
HOOD,Software & Computer Services,DJUSSV
GLOB,Software & Computer Services,DJUSSV
MANH,Software & Computer Services,DJUSSV
NTNX,Software & Computer Services,DJUSSV
GTLB,Software & Computer Services,DJUSSV
PATH,Software & Computer Services,DJUSSV
PCOR,Software & Computer Services,DJUSSV
KBR,Software & Computer Services,DJUSSV
CACI,Software & Computer Services,DJUSSV
DLB,Software & Computer Services,DJUSSV
CFLT,Software & Computer Services,DJUSSV
XM,Software & Computer Services,DJUSSV
DXC,Software & Computer Services,DJUSSV
CLVT,Software & Computer Services,DJUSSV
SAIC,Software & Computer Services,DJUSSV
HCP,Software & Computer Services,DJUSSV
COUP,Software & Computer Services,DJUSSV
EXLS,Software & Computer Services,DJUSSV
DNB,Software & Computer Services,DJUSSV
CYBR,Software & Computer Services,DJUSSV
ESTC,Software & Computer Services,DJUSSV
CCCS,Software & Computer Services,DJUSSV
INFA,Software & Computer Services,DJUSSV
MNDY,Software & Computer Services,DJUSSV
SMAR,Software & Computer Services,DJUSSV
GWRE,Software & Computer Services,DJUSSV
NATI,Software & Computer Services,DJUSSV
PWSC,Software & Computer Services,DJUSSV
SPSC,Software & Computer Services,DJUSSV
FIVN,Software & Computer Services,DJUSSV
WIX,Software & Computer Services,DJUSSV
ALIT,Software & Computer Services,DJUSSV
PSN,Software & Computer Services,DJUSSV
PYCR,Software & Computer Services,DJUSSV
EEFT,Software & Computer Services,DJUSSV
TENB,Software & Computer Services,DJUSSV
YOU,Software & Computer Services,DJUSSV
BOX,Software & Computer Services,DJUSSV
WK,Software & Computer Services,DJUSSV
FRSH,Software & Computer Services,DJUSSV
QLYS,Software & Computer Services,DJUSSV
S,Software & Computer Services,DJUSSV
KNBE,Software & Computer Services,DJUSSV
CWAN,Software & Computer Services,DJUSSV
BMBL,Software & Computer Services,DJUSSV
APPF,Software & Computer Services,DJUSSV
BL,Software & Computer Services,DJUSSV
DV,Software & Computer Services,DJUSSV
NEWR,Software & Computer Services,DJUSSV
DLO,Software & Computer Services,DJUSSV
ALTR,Software & Computer Services,DJUSSV
APP,Software & Computer Services,DJUSSV
RNG,Software & Computer Services,DJUSSV
NSIT,Software & Computer Services,DJUSSV
TDC,Software & Computer Services,DJUSSV
INST,Software & Computer Services,DJUSSV
SPT,Software & Computer Services,DJUSSV
AYX,Software & Computer Services,DJUSSV
ENV,Software & Computer Services,DJUSSV
ASAN,Software & Computer Services,DJUSSV
PLTK,Software & Computer Services,DJUSSV
PEGA,Software & Computer Services,DJUSSV
BLKB,Software & Computer Services,DJUSSV
DAVA,Software & Computer Services,DJUSSV
SRAD,Software & Computer Services,DJUSSV
AAPL,Telecommunications,DJUSTL
CSCO,Telecommunications,DJUSTL
TMUS,Telecommunications,DJUSTL
VZ,Telecommunications,DJUSTL
T,Telecommunications,DJUSTL
MSI,Telecommunications,DJUSTL
GRMN,Telecommunications,DJUSTL
UI,Telecommunications,DJUSTL
LBRDA,Telecommunications,DJUSTL
JNPR,Telecommunications,DJUSTL
CIEN,Telecommunications,DJUSTL
IRDM,Telecommunications,DJUSTL
FYBR,Telecommunications,DJUSTL
LUMN,Telecommunications,DJUSTL
CALX,Telecommunications,DJUSTL
GSAT,Telecommunications,DJUSTL
CCOI,Telecommunications,DJUSTL
EXTR,Telecommunications,DJUSTL
TIGO,Telecommunications,DJUSTL
VSAT,Telecommunications,DJUSTL
GOGO,Telecommunications,DJUSTL
ATUS,Telecommunications,DJUSTL
USM,Telecommunications,DJUSTL
COMM,Telecommunications,DJUSTL
CLFD,Telecommunications,DJUSTL
INFN,Telecommunications,DJUSTL
LILA,Telecommunications,DJUSTL
IDCC,Telecommunications,DJUSTL
DGII,Telecommunications,DJUSTL
HLIT,Telecommunications,DJUSTL
EMR,Technology Hardware & Equipment,DJUSTQ
KEYS,Technology Hardware & Equipment,DJUSTQ
ROK,Technology Hardware & Equipment,DJUSTQ
DELL,Technology Hardware & Equipment,DJUSTQ
HPQ,Technology Hardware & Equipment,DJUSTQ
FTV,Technology Hardware & Equipment,DJUSTQ
HPE,Technology Hardware & Equipment,DJUSTQ
TER,Technology Hardware & Equipment,DJUSTQ
TRMB,Technology Hardware & Equipment,DJUSTQ
ZBRA,Technology Hardware & Equipment,DJUSTQ
SWK,Technology Hardware & Equipment,DJUSTQ
SNA,Technology Hardware & Equipment,DJUSTQ
FLEX,Technology Hardware & Equipment,DJUSTQ
CGNX,Technology Hardware & Equipment,DJUSTQ
PLUG,Technology Hardware & Equipment,DJUSTQ
ST,Technology Hardware & Equipment,DJUSTQ
LFUS,Technology Hardware & Equipment,DJUSTQ
OLED,Technology Hardware & Equipment,DJUSTQ
NOVT,Technology Hardware & Equipment,DJUSTQ
COHR,Technology Hardware & Equipment,DJUSTQ
VRT,Technology Hardware & Equipment,DJUSTQ
AIMC,Technology Hardware & Equipment,DJUSTQ
ONTO,Technology Hardware & Equipment,DJUSTQ
SANM,Technology Hardware & Equipment,DJUSTQ
AEIS,Technology Hardware & Equipment,DJUSTQ
NCR,Technology Hardware & Equipment,DJUSTQ
VSH,Technology Hardware & Equipment,DJUSTQ
PLXS,Technology Hardware & Equipment,DJUSTQ
NVMI,Technology Hardware & Equipment,DJUSTQ
VIAV,Technology Hardware & Equipment,DJUSTQ
ITRI,Technology Hardware & Equipment,DJUSTQ
ESE,Technology Hardware & Equipment,DJUSTQ
SONO,Technology Hardware & Equipment,DJUSTQ
MTRN,Technology Hardware & Equipment,DJUSTQ
FCEL,Technology Hardware & Equipment,DJUSTQ
